Name,Fulladdress,Street,Municipality,Categories,About,Phone,Phones,Claimed,Owner,Owner Id,Owner Link,Review Count,Average Rating,Review URL,Cid,Fid,Latitude,Longitude,Featured Image,Time Zone,Website,Domain,Opening Hours,Google Knowledge URL,Kgmid,Google Maps URL,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Search Keyword
Reno's Cafe,"312 Main St, North Little Rock, AR 72114",312 Main St,"North Little Rock, AR 72114","Bar & grill, Live music venue","Service options: [Takeout, Dine-in, Delivery], Highlights: [Fast service, Great beer selection, Great cocktails, Live music, Live performances, Serves local specialty, Sports], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Comfort food, Food, Food at bar, Happy hour drinks, Happy hour food, Hard liquor, Late-night food, Quick bite, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi], Atmosphere: [Casual, Cozy, Historic, Trendy], Crowd: [Groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Credit cards], Parking: [Free parking lot, Free street parking, Parking]",(501) 376-2900,"(501) 376-2900, +1 501-376-2900",YES,Reno's Cafe (Owner),114550698330312546417,https://www.google.com/maps/contrib/114550698330312546417,415,4.5,"https://search.google.com/local/reviews?placeid=ChIJT31EZYG80ocRwOY-eJe1Ms4&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",14858137782810764992,0x87d2bc8165447d4f:0xce32b597783ee6c0,34.756616099999995,-92.26759249999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkWW7Ib4iMRhsfsTGzRog8sDZnyOVDLuadyOwOgkHpmUrlTxwoLApPfnJmW8lYURqyvhEpHcsNzkPkrl5ZGF4kUonwcHGSgGc50jaHO4y3w_D9KLapG1Dmpg-82qLGE47GXY8o=w426-h240-k-no,America/Chicago,renoscafe.com/,renoscafe.com,"Wednesday(2026-09-02): [11 AM–1 AM], Thursday(2026-09-03): [11 AM–2 AM], Friday(2026-09-04): [11 AM–2 AM], Saturday(2026-09-05): [11 AM–1 AM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [11 AM–12 AM], Tuesday(2026-09-08): [11 AM–1 AM]",https://www.google.com/search?kgmid=/g/1v16qvgh,/g/1v16qvgh,https://www.google.com/maps?cid=14858137782810764992,ChIJT31EZYG80ocRwOY-eJe1Ms4,,,,,,,,"Restaurant  Little Rock, US"
Riverfront Steakhouse,"2 Riverfront Pl, North Little Rock, AR 72114",2 Riverfront Pl,"North Little Rock, AR 72114","Restaurant, American restaurant, Family restaurant, Fine dining restaurant, Steak house","Service options: [Onsite services, Takeout, Dine-in, Delivery], Highlights: [Fast service, Great beer selection, Great cocktails, Great dessert, Great wine list, Serves local specialty], Popular for: [Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Comfort food, Hard liquor, Healthy options, Private dining room, Salad bar, Vegetarian options, Wine], Dining options: [Dinner, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, Wi-Fi], Atmosphere: [Cozy, Quiet, Romantic, Trendy, Upscale], Crowd: [Family-friendly, Groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, Credit cards], Children: [High chairs], Parking: [Free parking lot, Free street parking]",(501) 375-7825,"(501) 375-7825, +1 501-375-7825",YES,Riverfront Steakhouse (Owner),109878271820762181965,https://www.google.com/maps/contrib/109878271820762181965,547,4.2,"https://search.google.com/local/reviews?placeid=ChIJ9dMiXoK80ocRl9rMGu9epJg&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",10999020570985421463,0x87d2bc825e22d3f5:0x98a45eef1accda97,34.754552499999996,-92.2705793,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmEZFg2vuQR9-cZr3seP7QIt09lcPpNukidEr0TzLowAgfvTL-7gGz6voVmdZiSEstlI4PuJF-MoxFsvu8IDTMHTi3fPNXlSTEo0-H_R5b4vpdjnZNfc5Q8cfsfYoEYR_BEPk51cQ=w408-h271-k-no,America/Chicago,www.riverfront-steakhouse.com/,www.riverfront-steakhouse.com,"Thursday(2026-09-03): [5–9 PM], Friday(2026-09-04): [5–9 PM], Saturday(2026-09-05): [5–9 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [Closed], Wednesday(2026-09-09): [Closed]",https://www.google.com/search?kgmid=/g/1tfctrtb,/g/1tfctrtb,https://www.google.com/maps?cid=10999020570985421463,ChIJ9dMiXoK80ocRl9rMGu9epJg,,,,,,,,"Restaurant  Little Rock, US"
Ease Supper Club,"501 Main St, North Little Rock, AR 72114",501 Main St,"North Little Rock, AR 72114","Restaurant, Caterer, Event venue","From the business: [Identifies as women-owned], Service options: [Outdoor seating, Dine-in], Highlights: [Live music], Popular for: [Dinner, Solo dining], Accessibility: [Assistive hearing loop, Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Private dining room, Vegan options, Vegetarian options, Wine], Dining options: [Dinner, Catering, Dessert, Seating, Table service], Amenities: [Bar onsite, Gender-neutral restroom, Restroom, Wi-Fi, Wi-Fi], Atmosphere: [Cozy, Trendy], Crowd: [Groups], Planning: [Reservations required, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, Credit cards], Parking: [Free parking lot, Free street parking, Parking], Pets: [Dogs allowed outside]",(501) 400-7487,"(501) 400-7487, +1 501-400-7487",YES,Ease Supper Club (Owner),103560951413028478787,https://www.google.com/maps/contrib/103560951413028478787,17,4.9,"https://search.google.com/local/reviews?placeid=ChIJcZlpC7u90ocR87EsJuQQweY&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",16627589871307633139,0x87d2bdbb0b699971:0xe6c110e4262cb1f3,34.7582461,-92.2679491,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlr2oevFdBwBiW7JeLySd0qBJ27hYN4DzWPzR85VPtKnVlvqWDFKLnzmKOQINafdbrpwUXaE4gtJtNB3qe9MWj5p7CI1Ki3NT50ImLJ5af9aT0OfOtEIdw6sE8z12qeH2HiehRG4Za7nZo=w408-h408-k-no,America/Chicago,easesupper.club/,easesupper.club,,https://www.google.com/search?kgmid=/g/11vt3zlpmd,/g/11vt3zlpmd,https://www.google.com/maps?cid=16627589871307633139,ChIJcZlpC7u90ocR87EsJuQQweY,,,,,,,,"Restaurant  Little Rock, US"
Cache,"425 President Clinton Ave, Little Rock, AR 72201",425 President Clinton Ave,"Little Rock, AR 72201",New American restaurant,"Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Great beer selection, Great cocktails, Great dessert, Great wine list, Live music, Serves local specialty], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Happy hour drinks, Happy hour food, Hard liquor, Healthy options, Late-night food, Organic dishes, Private dining room, Small plates, Vegetarian options, Wine], Dining options: [Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Cozy, Romantic, Trendy, Upscale], Crowd: [Groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, Credit cards], Parking: [Valet parking]",(501) 285-8381,"(501) 285-8381, +1 501-285-8381",YES,Cache (Owner),118211655419253340697,https://www.google.com/maps/contrib/118211655419253340697,794,4.3,"https://search.google.com/local/reviews?placeid=ChIJw7I-LXm70ocR8K9BUBjCxU8&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",5748213909089791984,0x87d2bb792d3eb2c3:0x4fc5c2185041aff0,34.747352899999996,-92.26568619999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnmHneSbwUr_Rrk5SRC_PllAJ_oB8zIRn-XQuSlS0YXghRPgu3H_jKIepUkX0IzlgZXJ47mfTW9NYNRigNjwQGcM609APAuVrH15UIBaelyNP5GQGAM9qrFnVl8kLLd-gwmyn4O=w408-h306-k-no,America/Chicago,www.cachelittlerock.com/,www.cachelittlerock.com,"Thursday(2026-09-03): [11 AM–2 PM, 5–10 PM], Friday(2026-09-04): [11 AM–2 PM, 5–10 PM], Saturday(2026-09-05): [5–10 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [11 AM–2 PM, 5–10 PM], Tuesday(2026-09-08): [11 AM–2 PM, 5–10 PM], Wednesday(2026-09-09): [11 AM–2 PM, 5–10 PM]",https://www.google.com/search?kgmid=/g/1pt_ff1ms,/g/1pt_ff1ms,https://www.google.com/maps?cid=5748213909089791984,ChIJw7I-LXm70ocR8K9BUBjCxU8,,,,,,,,"Restaurant  Little Rock, US"
Brood and Barley,"411 Main St, North Little Rock, AR 72114",411 Main St,"North Little Rock, AR 72114",Gastropub,"Service options: [Outdoor seating, Takeout, Dine-in, Delivery], Highlights: [Fast service, Great beer selection, Great cocktails, Great wine list, Serves local specialty], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Comfort food, Food, Food at bar, Happy hour drinks, Happy hour food, Hard liquor, Healthy options, Late-night food, Small plates, Wine], Dining options: [Brunch, Lunch, Dinner, Dessert, Seating, Table service], Amenities: [Bar onsite, Gender-neutral restroom, Restroom, Wi-Fi, Wi-Fi], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Groups, LGBTQ+ friendly, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, Credit cards], Children: [Good for kids, High chairs], Parking: [Free street parking, Paid parking lot], Pets: [Dogs allowed, Dogs allowed outside]",(501) 400-8967,"(501) 400-8967, +1 501-400-8967",YES,Brood and Barley (Owner),111089582035462527502,https://www.google.com/maps/contrib/111089582035462527502,749,4.5,"https://search.google.com/local/reviews?placeid=ChIJn_-HGX690ocRsGAPl56ndZs&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",11202043947735015600,0x87d2bd7e1987ff9f:0x9b75a79e970f60b0,34.7575145,-92.26783239999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkvwuEphqzbonhnsmLqeXlYseIfteQvTw3b6VSBeFsmXADKwsgGazq8-Yr-I_Gf5DLN0i4Xm0dzECuHZcEEHpuVhT5KUPHD_hGt8nGe9JN3JGv0Mn9J-GCLaAmO71-dzZFSvMLj=w408-h306-k-no,America/Chicago,www.broodandbarley.com/,www.broodandbarley.com,"Thursday(2026-09-03): [11 AM–10 PM], Friday(2026-09-04): [11 AM–11 PM], Saturday(2026-09-05): [11 AM–11 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [11 AM–10 PM], Tuesday(2026-09-08): [11 AM–10 PM], Wednesday(2026-09-09): [11 AM–10 PM]",https://www.google.com/search?kgmid=/g/11jp2s9whk,/g/11jp2s9whk,https://www.google.com/maps?cid=11202043947735015600,ChIJn_-HGX690ocRsGAPl56ndZs,,,,,,,,"Restaurant  Little Rock, US"
Smashed N' Stacked,"1020 E 6th St #4, Little Rock, AR 72202",1020 E 6th St #4,"Little Rock, AR 72202","Restaurant, Mobile caterer","Service options: [Delivery, Onsite services, Takeout], Offerings: [Coffee, Comfort food, Late-night food, Vegan options, Vegetarian options], Dining options: [Lunch, Dinner], Crowd: [Family-friendly, LGBTQ+ friendly, Transgender safespace], Payments: [Credit cards, Debit cards, NFC mobile payments, Credit cards], Children: [Good for kids, Kids' menu], Parking: [Parking]",(501) 291-2353,"(501) 291-2353, +1 501-291-2353",YES,Smashed N' Stacked (Owner),115760821755841897093,https://www.google.com/maps/contrib/115760821755841897093,251,4.7,"https://search.google.com/local/reviews?placeid=ChIJq4H6ISq70ocRARdM_-tq20Y&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",5105792164387624705,0x87d2bb2a21fa81ab:0x46db6aebff4c1701,34.742120899999996,-92.2592312,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkdEXKwCEIKB5a161lrpJUxDbBHB_vdFbkABS7qSYvI1jQBmxssPR9IOGPqzuDsfuoIaxRlaSR1rem-2RZuOcbYaBpRVC60vdtEPh2HA4X-hPehnb_qNOhJWgyqbz4KZAnvU7dOMg=w408-h306-k-no,America/Chicago,www.toasttab.com/smashednstacked,www.toasttab.com,"Thursday(2026-09-03): [11 AM–5 PM], Friday(2026-09-04): [11 AM–9 PM], Saturday(2026-09-05): [11 AM–9 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [11 AM–9 PM], Wednesday(2026-09-09): [11 AM–9 PM]",https://www.google.com/search?kgmid=/g/11tg6fdc0f,/g/11tg6fdc0f,https://www.google.com/maps?cid=5105792164387624705,ChIJq4H6ISq70ocRARdM_-tq20Y,,,,,,,,"Restaurant  Little Rock, US"
White Water Tavern,"2500 W 7th St, Little Rock, AR 72205",2500 W 7th St,"Little Rock, AR 72205","Restaurant, Live music bar","From the business: [Identifies as women-owned], Service options: [Outdoor seating, Onsite services, Takeout, Dine-in, Delivery], Highlights: [Active military discounts, Bar games, Fast service, Great beer selection, Great cocktails, Karaoke, Live music, Live performances, Sports, Trivia night], Popular for: [Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating, Assistive hearing loop], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Happy hour drinks, Happy hour food, Hard liquor, Wine], Dining options: [Seating, Table service], Amenities: [Bar onsite, Restaurant, Restroom, Wi-Fi, Wi-Fi], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Groups, LGBTQ+ friendly, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, Credit cards], Parking: [Free parking lot, Free street parking, Parking], Pets: [Dogs allowed]",(501) 375-8400,"(501) 375-8400, +1 501-375-8400",YES,White Water Tavern (Owner),116750254604345947892,https://www.google.com/maps/contrib/116750254604345947892,677,4.7,"https://search.google.com/local/reviews?placeid=ChIJ_3BlFVO70ocRQKlT8Qldn80&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",14816663596357101888,0x87d2bb53156570ff:0xcd9f5d09f153a940,34.745416,-92.301265,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlYJWdzwoGB3RrHA6ZALZfyNT6tVoiDSdj1FxPKgRLdE3QLuL43x5-U8iSWMs2jQ_ZUxh_oLy022skG9KzR3mXyDrAzzsRbHSLUG2mAD_TZBVhdGxPLBfrlnmppzQmW45jtAit_=w408-h307-k-no,America/Chicago,whitewatertavern.com/,whitewatertavern.com,"Thursday(2026-09-03): [4 PM–12 AM], Friday(2026-09-04): [4 PM–2 AM], Saturday(2026-09-05): [7 PM–1 AM], Sunday(2026-09-06): [4–10 PM], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [4 PM–12 AM], Wednesday(2026-09-09): [4 PM–12 AM]",https://www.google.com/search?kgmid=/g/1tl_m7qh,/g/1tl_m7qh,https://www.google.com/maps?cid=14816663596357101888,ChIJ_3BlFVO70ocRQKlT8Qldn80,,,,,,,,"Restaurant  Little Rock, US"
One Eleven,"111 W Markham St, Little Rock, AR 72201",111 W Markham St,"Little Rock, AR 72201","Fine dining restaurant, American restaurant, Bar, Eclectic restaurant, Restaurant","Service options: [Onsite services, Takeout, Dine-in, Delivery], Highlights: [Great cocktails, Great coffee, Great dessert, Great wine list], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Comfort food, Hard liquor, Healthy options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, Wi-Fi], Atmosphere: [Cozy, Historic, Quiet, Romantic, Trendy, Upscale], Crowd: [Groups, Tourists], Planning: [Brunch reservations recommended, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards], Children: [High chairs], Parking: [Valet parking]",(501) 370-7011,"(501) 370-7011, +1 501-370-7011",YES,One Eleven (Owner),112522684451187561993,https://www.google.com/maps/contrib/112522684451187561993,179,4.4,"https://search.google.com/local/reviews?placeid=ChIJV68kmny70ocRd5xVaNWX9l0&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",6770766032632388727,0x87d2bb7c9a24af57:0x5df697d568559c77,34.748097699999995,-92.27104109999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmvgcXhR3YTnhk8lvm-oSWrQd5lWX3E9F0M7iLZNjEIIyFTJ4PaCPSIlHUVFuBIGtRaTZys9jrRYgRNQa2Ddkt3dm4FCVD0JJWy3_UoEddp-gvYCpjOE9MM01aU6QZXWut2R0AjVA=w408-h306-k-no,America/Chicago,www.oneelevenlittlerock.com/,www.oneelevenlittlerock.com,"Thursday(2026-09-03): [7 AM–10 PM], Friday(2026-09-04): [7 AM–10 PM], Saturday(2026-09-05): [7 AM–2 PM], Sunday(2026-09-06): [7 AM–2 PM], Monday(2026-09-07): [7 AM–10 PM], Tuesday(2026-09-08): [7 AM–10 PM], Wednesday(2026-09-09): [7 AM–10 PM]",https://www.google.com/search?kgmid=/g/1tgpnkm5,/g/1tgpnkm5,https://www.google.com/maps?cid=6770766032632388727,ChIJV68kmny70ocRd5xVaNWX9l0,,,,,,,,"Restaurant  Little Rock, US"
Cotham's In the City,"1401 W 3rd St, Little Rock, AR 72201",1401 W 3rd St,"Little Rock, AR 72201","Restaurant, American restaurant, Chicken restaurant, Hamburger restaurant, Southern restaurant (US)","Service options: [Delivery, Takeout, Dine-in], Highlights: [Serves local specialty], Popular for: [Lunch, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Coffee, Comfort food, Quick bite], Dining options: [Lunch, Catering, Dessert, Seating, Table service], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Historic, Trendy], Crowd: [Family-friendly, Groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Credit cards], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking, On-site parking, Parking]",(501) 370-9177,"(501) 370-9177, +1 501-370-9177",YES,Cotham's In the City (Owner),112036780149934524121,https://www.google.com/maps/contrib/112036780149934524121,755,4.6,"https://search.google.com/local/reviews?placeid=ChIJe8vJvV670ocRrfOTXqGHtMw&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",14750563806691455917,0x87d2bb5ebdc9cb7b:0xccb487a15e93f3ad,34.7481346,-92.2865417,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkbgT53Io8rgek9sNRAsgLRXcFN6gJWadEMtLovr3K0alPA12cF7DOTqTEdoj11VFyEjsI85v8jUwLWOJXPCcOAMkXkQ5uCyKO_pq4HEdyB5bNUw1cpegzgf4N5lplGjQirJH2I=w426-h240-k-no,America/Chicago,www.cothams.com/,www.cothams.com,"Thursday(2026-09-03): [11 AM–2 PM], Friday(2026-09-04): [11 AM–2 PM], Saturday(2026-09-05): [Closed], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [11 AM–2 PM], Tuesday(2026-09-08): [11 AM–2 PM], Wednesday(2026-09-09): [11 AM–2 PM]",https://www.google.com/search?kgmid=/g/1tfzsg4z,/g/1tfzsg4z,https://www.google.com/maps?cid=14750563806691455917,ChIJe8vJvV670ocRrfOTXqGHtMw,,,,,,,,"Restaurant  Little Rock, US"
Camp David Restaurant,"600 I-30, Little Rock, AR 72202",600 I-30,"Little Rock, AR 72202",Restaurant,"From the business: [Identifies as women-owned], Service options: [Outdoor seating, Takeout, Dine-in, Delivery], Highlights: [Fast service, Great dessert, Serves local specialty, Sports], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Comfort food, Happy hour drinks, Hard liquor, Late-night food, Organic dishes, Quick bite, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, Wi-Fi], Atmosphere: [Casual, Cozy], Crowd: [Family-friendly, Groups, LGBTQ+ friendly, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Credit cards], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking garage, Free parking lot, Free street parking]",(501) 200-4242,"(501) 200-4242, +1 501-200-4242",YES,Camp David Restaurant (Owner),107376828604361948391,https://www.google.com/maps/contrib/107376828604361948391,91,3.9,"https://search.google.com/local/reviews?placeid=ChIJC5pUw3e70ocRqKAPgTmGU1Y&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",6220463091865329832,0x87d2bb77c3549a0b:0x56538639810fa0a8,34.7418225,-92.2637398,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkTbZOIJW9beuk0xFlsZp0lQrdJAxIl0febuDIG1BNpexHcjXU9LBzIkoItu1_5wfPNA4aTUmMN609VuTcg1t4_L9-CMzmQWs33kMo2YJ_d7BciPDErk94f9hjhKEqjHR37JQJH=w408-h271-k-no,America/Chicago,www.facebook.com/CampDavidLittleRock/,www.facebook.com,"Thursday(2026-09-03): [6–10 AM, 5–10 PM], Friday(2026-09-04): [6–10 AM, 5–10 PM], Saturday(2026-09-05): [7–10 AM, 5–10 PM], Sunday(2026-09-06): [7–10 AM, 5–10 PM], Monday(2026-09-07): [6–10 AM, 5–10 PM], Tuesday(2026-09-08): [6–10 AM, 5–10 PM], Wednesday(2026-09-09): [6–10 AM, 5–10 PM]",https://www.google.com/search?kgmid=/g/1tcx7k2m,/g/1tcx7k2m,https://www.google.com/maps?cid=6220463091865329832,ChIJC5pUw3e70ocRqKAPgTmGU1Y,,,,,,,,"Restaurant  Little Rock, US"
Dizzy's Gypsy Bistro,"200 River Market Ave #150, Little Rock, AR 72201",200 River Market Ave #150,"Little Rock, AR 72201","Bistro, Bar, Restaurant","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service, Great beer selection, Great cocktails, Great dessert, Great wine list, Serves local specialty], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Comfort food, Happy hour drinks, Happy hour food, Hard liquor, Healthy options, Quick bite, Small plates, Wine], Dining options: [Brunch, Lunch, Dinner, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Cozy, Quiet, Romantic, Trendy], Crowd: [College students, Groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, Credit cards], Children: [High chairs, Kids' menu], Parking: [Free street parking, Paid parking lot, Paid street parking, Parking], Pets: [Dogs allowed outside]",(501) 375-3500,"(501) 375-3500, +1 501-375-3500",YES,Dizzy's Gypsy Bistro (Owner),103169402540871166569,https://www.google.com/maps/contrib/103169402540871166569,945,4.6,"https://search.google.com/local/reviews?placeid=ChIJYUVdGnm70ocR2o1K6t51vDo&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",4232387350095367642,0x87d2bb791a5d4561:0x3abc75deea4a8dda,34.7458738,-92.2660047,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlYDplZ07i0OpywXi7kxq1t9AvJC7ESAmqcWUpXErd6VKLBFLqU_tQux3D6iRA3NPFKOFlhzS2xXmH8NormY08N-WGt_W_gfQmufpVBaUpvtUwuInjoyuwuPq5Vt8n24zZ8Tx-p=w426-h240-k-no,America/Chicago,dizzyslr.com/,dizzyslr.com,"Thursday(2026-09-03): [11 AM–9 PM], Friday(2026-09-04): [11 AM–10 PM], Saturday(2026-09-05): [11 AM–10 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [11 AM–9 PM], Wednesday(2026-09-09): [11 AM–9 PM]",https://www.google.com/search?kgmid=/g/1tfjr771,/g/1tfjr771,https://www.google.com/maps?cid=4232387350095367642,ChIJYUVdGnm70ocR2o1K6t51vDo,,,,,,,,"Restaurant  Little Rock, US"
Little Rock Marriott,"3 Statehouse Plaza, Little Rock, AR 72201",3 Statehouse Plaza,"Little Rock, AR 72201","Hotel, Conference center",Crowd: [LGBTQ+ friendly],(501) 906-4000,"(501) 906-4000, +1 501-906-4000",YES,Little Rock Marriott (Owner),116646643567376071522,https://www.google.com/maps/contrib/116646643567376071522,4084,4.5,"https://search.google.com/local/reviews?placeid=ChIJp-UylHy70ocRzn9eHqCL2UM&q=Restaurant++Little+Rock,+US&authuser=0&hl=en&gl=US",4889092390307921870,0x87d2bb7c9432e5a7:0x43d98ba01e5e7fce,34.7484053,-92.2713122,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWka9fNkLYoZQlm2ZlnXGeCSfju9IxPCuUMxg2C2nj2eLOB-h8YddufwHiwXvKRs-FklDXbE66IIznYgpvQyKVPP-boCrdcFecXnmQzkV_kAOmsyzoIXLg5BzcXpK_9GhnzUO83F=w426-h240-k-no,America/Chicago,www.marriott.com/en-us/hotels/litpb-little-rock-marriott/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,www.marriott.com,,https://www.google.com/search?kgmid=/g/11bbrp5xps,/g/11bbrp5xps,https://www.google.com/maps?cid=4889092390307921870,ChIJp-UylHy70ocRzn9eHqCL2UM,,,,,,,,"Restaurant  Little Rock, US"
